,date,KO,isPartial
3,2019-02-04,73.0,False
4,2019-02-05,72.0,False
5,2019-02-06,70.0,False
6,2019-02-07,70.0,False
7,2019-02-08,70.0,False
8,2019-02-09,80.0,False
9,2019-02-10,75.0,False
10,2019-02-11,66.0,False
11,2019-02-12,67.0,False
12,2019-02-13,67.0,False
13,2019-02-14,73.0,False
14,2019-02-15,71.0,False
15,2019-02-16,77.0,False
16,2019-02-17,75.0,False
17,2019-02-18,66.0,False
18,2019-02-19,65.0,False
19,2019-02-20,62.0,False
20,2019-02-21,67.0,False
21,2019-02-22,68.0,False
22,2019-02-23,76.0,False
23,2019-02-24,74.0,False
24,2019-02-25,63.0,False
25,2019-02-26,66.0,False
26,2019-02-27,61.0,False
27,2019-02-28,65.0,False
0,2019-03-01,84.55,False
1,2019-03-02,92.14999999999999,False
2,2019-03-03,95.0,False
3,2019-03-04,86.45,False
4,2019-03-05,82.64999999999999,False
5,2019-03-06,78.85,False
6,2019-03-07,81.7,False
7,2019-03-08,83.6,False
8,2019-03-09,94.05,False
9,2019-03-10,92.14999999999999,False
10,2019-03-11,81.7,False
